sample_order,timestamp,latitude,longitude,speed_kmh
178,13232,43.403881,-80.37944,18.2
179,13233,43.403851,-80.379387,19.5
180,13234,43.403828,-80.379333,18.2
181,13235,43.403805,-80.379288,16.0
182,13236,43.403786,-80.37925,13.4
183,13237,43.403759,-80.379204,17.2
184,13238,43.403728,-80.37915,20.0
185,13239,43.403706,-80.379089,19.8
186,13240,43.403671,-80.379021,24.2
187,13241,43.403641,-80.378952,23.4
188,13242,43.403603,-80.378883,25.2
189,13243,43.403568,-80.378799,28.2
190,13244,43.403542,-80.378731,22.3
191,13245,43.403511,-80.378654,25.6
192,13246,43.403484,-80.378601,18.8
193,13247,43.403461,-80.378532,22.1
194,13248,43.403439,-80.378479,17.8
195,13249,43.403416,-80.378418,20.0
196,13250,43.4034,-80.378357,18.9
197,13251,43.403374,-80.378288,22.6
198,13252,43.403358,-80.378235,16.7
199,13253,43.403332,-80.378151,26.6
200,13254,43.403316,-80.378082,21.1
201,13255,43.40329,-80.377991,28.4
202,13256,43.403267,-80.377914,24.2
203,13257,43.403248,-80.377815,29.8
204,13258,43.403225,-80.377731,26.1
205,13259,43.40321,-80.377647,25.2
206,13260,43.403191,-80.377571,23.4
207,13261,43.403175,-80.377495,23.0
208,13262,43.403168,-80.377434,18.0
209,13263,43.403156,-80.377365,20.6
210,13264,43.403145,-80.377304,18.3
211,13265,43.403133,-80.377251,16.1
212,13266,43.40313,-80.377197,15.8
213,13267,43.403118,-80.377151,14.2
214,13268,43.403118,-80.377106,13.1
215,13269,43.403111,-80.377045,18.0
216,13270,43.403107,-80.376999,13.5
217,13271,43.403103,-80.376945,15.8
218,13272,43.403091,-80.376877,20.4
219,13273,43.403088,-80.376823,15.8
220,13274,43.403084,-80.37677,15.5
221,13275,43.40308,-80.376709,17.8
222,13276,43.403076,-80.376648,17.8
223,13277,43.403072,-80.376579,20.1
224,13278,43.403065,-80.376511,20.0
225,13279,43.403061,-80.376442,20.1
226,13280,43.403057,-80.376373,20.1
227,13281,43.403049,-80.376312,18.0
228,13282,43.403042,-80.376244,20.0
229,13283,43.403046,-80.376167,22.5
230,13284,43.403046,-80.376099,19.8
231,13285,43.403046,-80.37603,20.1
232,13286,43.403049,-80.375961,20.1
233,13287,43.403057,-80.375877,24.6
234,13288,43.403061,-80.375786,26.5
235,13289,43.403069,-80.375694,26.9
236,13290,43.403076,-80.37561,24.6
237,13291,43.403084,-80.375519,26.7
238,13292,43.403095,-80.375443,22.5
239,13293,43.403111,-80.375351,27.5
240,13294,43.403118,-80.375252,28.9
241,13295,43.403145,-80.375153,30.8
242,13296,43.403168,-80.375046,32.5
243,13297,43.403198,-80.374947,31.2
244,13298,43.403229,-80.37484,33.5
245,13299,43.403255,-80.374733,32.8
246,13300,43.40329,-80.374657,26.2
247,13301,43.40332,-80.374565,29.3
248,13302,43.403355,-80.374489,26.2
249,13303,43.403385,-80.374405,27.2
250,13304,43.403419,-80.374321,28.0
251,13305,43.403454,-80.374214,34.1
252,13306,43.403496,-80.374115,33.3
253,13307,43.403545,-80.374001,38.5
254,13308,43.403595,-80.373886,39.0
255,13309,43.403648,-80.373772,39.4
256,13310,43.403706,-80.373642,44.4
257,13311,43.403763,-80.373512,44.2
258,13312,43.403831,-80.373375,48.3
259,13313,43.403896,-80.373238,47.6
260,13314,43.403969,-80.373116,46.0
261,13315,43.404049,-80.372978,51.3
262,13316,43.404129,-80.372841,51.1
263,13317,43.404209,-80.372696,53.0
264,13318,43.404297,-80.372551,54.9
265,13319,43.404385,-80.372398,56.8
266,13320,43.404472,-80.372238,58.1
267,13321,43.40456,-80.372086,56.5
268,13322,43.40464,-80.371933,54.8
269,13323,43.40472,-80.371773,56.5
270,13324,43.4048,-80.371613,56.5
271,13325,43.404877,-80.371445,57.8
272,13326,43.404953,-80.371269,59.5
273,13327,43.405025,-80.371078,62.6
274,13328,43.405094,-80.37088,63.9
275,13329,43.405167,-80.370659,70.6
276,13330,43.405243,-80.370453,67.2
277,13331,43.405323,-80.370247,67.9
278,13332,43.405407,-80.370041,68.7
279,13333,43.405487,-80.369843,65.9
280,13334,43.405575,-80.369629,71.5
281,13335,43.405655,-80.369431,65.9
282,13336,43.405739,-80.369217,70.7
283,13337,43.405827,-80.369011,69.5
284,13338,43.405918,-80.368805,70.1
285,13339,43.406017,-80.368599,71.8
286,13340,43.40612,-80.368401,70.8
287,13341,43.406223,-80.368195,72.7
288,13342,43.406326,-80.367989,72.7
289,13343,43.406433,-80.367775,75.6
290,13344,43.40654,-80.367584,70.1
291,13345,43.406647,-80.367386,71.8
292,13346,43.406765,-80.367203,71.2
293,13347,43.406883,-80.36702,71.2
294,13348,43.407001,-80.366837,71.2
295,13349,43.40712,-80.366646,73.2
296,13350,43.407242,-80.36647,70.7
297,13351,43.40736,-80.36628,72.7
298,13352,43.407478,-80.366089,72.9
299,13353,43.4076,-80.365906,72.2
300,13354,43.407719,-80.365715,73.2
301,13355,43.407833,-80.365517,73.5
302,13356,43.407948,-80.365326,72.1
303,13357,43.40807,-80.365128,75.5
304,13358,43.408188,-80.364929,74.7
305,13359,43.408314,-80.364723,78.3
306,13360,43.408436,-80.364502,80.7
307,13361,43.408558,-80.364288,79.1
308,13362,43.408676,-80.364075,77.9
309,13363,43.408794,-80.363846,81.6
310,13364,43.408913,-80.363625,80.0
311,13365,43.409027,-80.363396,80.7
312,13366,43.409145,-80.363152,85.2
313,13367,43.40926,-80.362915,82.9
314,13368,43.409386,-80.362663,89.0
315,13369,43.409512,-80.362419,87.1
316,13370,43.409641,-80.362167,89.6
317,13371,43.409775,-80.361931,87.1
318,13372,43.40992,-80.361679,93.5
319,13373,43.410069,-80.361435,92.7
320,13374,43.410213,-80.361168,96.7
321,13375,43.41037,-80.360924,94.8
322,13376,43.410519,-80.360657,97.9
323,13377,43.410671,-80.360405,95.2
324,13378,43.410824,-80.360153,95.5
325,13379,43.410969,-80.359886,96.9
326,13380,43.411121,-80.359627,96.8
327,13381,43.411266,-80.35936,96.9
328,13382,43.411407,-80.359085,97.9
329,13383,43.411549,-80.35881,98.1
330,13384,43.411682,-80.358521,99.5
331,13385,43.411816,-80.358215,103.9
332,13386,43.411945,-80.35791,102.6
333,13387,43.412067,-80.357597,103.3
334,13388,43.412189,-80.357277,105.1
335,13389,43.412304,-80.356956,104.1
336,13390,43.412411,-80.356628,104.6
337,13391,43.412518,-80.356293,106.4
338,13392,43.412609,-80.355957,104.3
339,13393,43.412697,-80.355629,101.7
340,13394,43.412785,-80.355293,103.9
341,13395,43.412857,-80.354958,101.6
342,13396,43.41293,-80.35463,99.8
343,13397,43.412991,-80.354286,103.0
344,13398,43.413048,-80.353951,100.1
345,13399,43.413094,-80.353615,99.4
346,13400,43.413136,-80.353279,99.1
347,13401,43.413174,-80.352951,96.6
348,13402,43.413208,-80.352608,100.7
349,13403,43.413239,-80.35228,96.2
350,13404,43.413254,-80.351944,97.9
351,13405,43.413269,-80.351608,97.9
352,13406,43.41328,-80.35128,95.5
353,13407,43.413284,-80.350945,97.4
354,13408,43.413288,-80.350609,97.7
355,13409,43.4133,-80.350281,95.5
356,13410,43.413303,-80.34996,93.3
357,13411,43.4133,-80.349625,97.4
358,13412,43.413303,-80.349297,95.4
359,13413,43.413307,-80.348976,93.4
360,13414,43.413311,-80.348648,95.4
361,13415,43.413319,-80.348328,93.1
362,13416,43.413326,-80.348007,93.4
363,13417,43.413338,-80.347694,91.1
364,13418,43.413345,-80.347374,93.1
365,13419,43.413353,-80.347069,88.7
366,13420,43.413361,-80.346764,88.7
367,13421,43.413361,-80.346451,91.0
368,13422,43.413368,-80.346146,88.7
369,13423,43.413372,-80.345833,91.0
370,13424,43.413383,-80.34552,91.1
371,13425,43.413391,-80.3452,93.1
372,13426,43.413399,-80.344879,93.4
373,13427,43.413399,-80.344566,91.0
374,13428,43.413406,-80.344246,93.1
375,13429,43.41341,-80.343925,93.4
376,13430,43.413425,-80.343605,93.2
377,13431,43.413433,-80.343292,91.1
378,13432,43.413441,-80.342987,88.7
379,13433,43.413445,-80.342682,88.7
380,13434,43.413448,-80.342369,91.0
381,13435,43.41346,-80.342072,86.5
382,13436,43.413467,-80.341774,86.7
383,13437,43.413475,-80.341476,86.7
384,13438,43.413479,-80.341202,79.7
385,13439,43.413486,-80.340904,86.7
386,13440,43.413486,-80.340614,84.3
387,13441,43.413494,-80.340324,84.4
388,13442,43.413506,-80.340034,84.5
389,13443,43.413513,-80.339737,86.4
390,13444,43.413521,-80.339439,86.7
391,13445,43.413528,-80.339157,82.0
392,13446,43.413544,-80.338875,82.3
393,13447,43.413559,-80.338577,86.9
394,13448,43.413567,-80.338303,79.7
395,13449,43.413589,-80.338013,84.8
396,13450,43.413605,-80.337738,80.2
397,13451,43.413612,-80.337448,84.4
398,13452,43.413628,-80.337158,84.6
399,13453,43.413639,-80.336853,88.8
400,13454,43.413647,-80.336563,84.4
401,13455,43.413651,-80.336258,88.7
402,13456,43.41367,-80.335953,89.0
403,13457,43.413681,-80.335648,88.8
404,13458,43.413692,-80.33535,86.8
405,13459,43.413704,-80.335045,88.8
406,13460,43.413715,-80.33474,88.8
407,13461,43.413727,-80.334442,86.8
408,13462,43.413738,-80.334129,91.1
409,13463,43.413754,-80.333832,86.6
410,13464,43.413761,-80.333511,93.4
411,13465,43.413769,-80.333199,90.8
412,13466,43.413776,-80.332878,93.4
413,13467,43.413792,-80.332558,93.3
414,13468,43.413799,-80.332237,93.4
415,13469,43.413811,-80.331909,95.5
416,13470,43.413822,-80.331566,99.8
417,13471,43.413837,-80.331238,95.6
418,13472,43.413845,-80.330894,100.1
419,13473,43.413849,-80.330559,97.4
420,13474,43.413857,-80.330223,97.8
421,13475,43.413864,-80.32988,99.8
422,13476,43.413876,-80.329544,97.8
423,13477,43.413883,-80.329208,97.7
424,13478,43.413895,-80.32888,95.5
425,13479,43.413902,-80.328552,95.4
426,13480,43.413918,-80.328217,97.6
427,13481,43.413933,-80.327888,95.9
428,13482,43.413944,-80.32756,95.5
429,13483,43.413952,-80.327225,97.5
430,13484,43.413963,-80.326897,95.5
431,13485,43.413971,-80.326576,93.4
432,13486,43.413982,-80.326248,95.5
433,13487,43.413986,-80.32592,95.4
434,13488,43.414001,-80.325592,95.6
435,13489,43.414005,-80.325264,95.4
436,13490,43.414013,-80.324936,95.4
437,13491,43.414024,-80.324608,95.5
438,13492,43.414036,-80.324287,93.5
439,13493,43.414043,-80.323959,95.4
440,13494,43.414047,-80.323639,93.1
441,13495,43.414062,-80.323318,93.5
442,13496,43.414066,-80.32299,95.4
443,13497,43.414082,-80.322662,95.6
444,13498,43.414089,-80.322342,93.1
445,13499,43.414104,-80.322014,95.6
446,13500,43.414112,-80.321693,93.4
447,13501,43.414124,-80.321373,93.2
448,13502,43.414131,-80.321053,93.1
449,13503,43.414146,-80.32074,91.2
450,13504,43.414158,-80.320419,93.5
451,13505,43.414165,-80.320099,93.1
452,13506,43.414177,-80.319786,91.1
453,13507,43.414188,-80.319473,91.1
454,13508,43.4142,-80.31916,91.1
455,13509,43.414207,-80.31884,93.1
456,13510,43.414223,-80.318527,91.2
457,13511,43.414234,-80.318222,88.8
458,13512,43.414249,-80.317909,91.2
459,13513,43.414257,-80.317596,91.1
460,13514,43.414268,-80.317291,88.8
461,13515,43.41428,-80.316986,88.8
462,13516,43.414288,-80.316681,88.7
463,13517,43.414299,-80.316383,86.8
464,13518,43.41431,-80.316078,88.8
465,13519,43.414322,-80.315781,86.5
466,13520,43.41433,-80.315491,84.4
467,13521,43.414345,-80.315201,84.5
468,13522,43.414349,-80.314896,88.7
469,13523,43.414352,-80.314606,84.3
470,13524,43.41436,-80.314316,84.4
471,13525,43.414368,-80.314018,86.7
472,13526,43.414387,-80.313736,82.4
473,13527,43.414398,-80.313454,82.1
474,13528,43.41441,-80.313179,80.1
475,13529,43.414425,-80.312889,84.5
476,13530,43.41444,-80.312607,82.2
477,13531,43.414448,-80.312317,84.4
478,13532,43.414455,-80.312035,82.0
479,13533,43.414467,-80.311745,84.5
480,13534,43.414478,-80.311447,86.8
481,13535,43.414494,-80.31115,86.6
482,13536,43.414513,-80.31086,84.7
483,13537,43.41452,-80.310562,86.7
484,13538,43.414532,-80.310257,88.8
485,13539,43.414543,-80.309959,86.8
486,13540,43.414551,-80.309654,88.7
487,13541,43.414551,-80.309349,88.7
488,13542,43.414551,-80.309036,91.0
489,13543,43.414562,-80.308739,86.5
490,13544,43.414577,-80.308434,88.9
491,13545,43.414593,-80.308121,91.2
492,13546,43.414604,-80.3078,93.4
493,13547,43.414612,-80.307487,91.1
494,13548,43.414623,-80.307159,95.5
495,13549,43.414631,-80.306839,93.1
496,13550,43.414639,-80.306503,97.8
497,13551,43.414654,-80.306175,95.6
498,13552,43.414669,-80.30584,97.6
499,13553,43.41468,-80.305511,95.8
500,13554,43.414688,-80.305161,101.8
501,13555,43.414703,-80.304817,100.2
502,13556,43.414715,-80.304482,97.5
503,13557,43.414726,-80.304138,100.1
504,13558,43.414738,-80.303795,99.9
505,13559,43.414753,-80.303436,104.6
506,13560,43.414768,-80.303093,99.9
507,13561,43.414799,-80.302742,102.8
508,13562,43.414829,-80.302399,100.5
509,13563,43.414864,-80.302048,103.0
510,13564,43.414906,-80.301689,105.7
511,13565,43.414959,-80.301338,104.2
512,13566,43.415012,-80.300987,104.2
513,13567,43.415081,-80.300629,107.7
514,13568,43.415161,-80.300285,105.0
515,13569,43.415253,-80.299934,108.5
516,13570,43.415356,-80.299591,107.9
517,13571,43.415451,-80.29924,108.9
518,13572,43.415562,-80.298882,113.2
519,13573,43.415665,-80.298531,110.1
520,13574,43.415768,-80.29818,110.1
521,13575,43.415871,-80.297821,112.2
522,13576,43.415977,-80.297462,112.7
523,13577,43.416084,-80.297112,110.4
524,13578,43.416191,-80.296761,110.7
525,13579,43.41629,-80.296402,111.7
526,13580,43.416405,-80.296043,114.1
527,13581,43.416512,-80.295677,114.7
528,13582,43.416615,-80.295311,114.1
529,13583,43.416725,-80.294952,113.3
530,13584,43.416836,-80.294579,117.2
531,13585,43.416943,-80.294205,116.9
532,13586,43.417049,-80.293839,114.6
533,13587,43.417156,-80.29348,112.8
534,13588,43.417255,-80.293121,111.7
535,13589,43.417358,-80.292763,112.0
536,13590,43.417465,-80.292412,110.7
537,13591,43.417564,-80.292061,109.5
538,13592,43.417664,-80.29171,109.6
539,13593,43.417763,-80.291367,107.3
540,13594,43.417866,-80.291031,106.0
541,13595,43.417965,-80.290688,107.3
542,13596,43.418053,-80.290352,103.9
543,13597,43.41814,-80.290009,105.6
544,13598,43.418221,-80.28968,101.0
545,13599,43.418304,-80.289352,101.0
546,13600,43.418381,-80.289024,100.2
547,13601,43.418457,-80.288696,100.1
548,13602,43.418533,-80.288383,96.0
549,13603,43.41861,-80.288071,95.8
550,13604,43.418678,-80.287758,95.0
551,13605,43.418747,-80.28746,90.9
552,13606,43.418808,-80.287193,81.4
553,13607,43.418877,-80.286926,82.4
554,13608,43.418926,-80.286682,73.6
555,13609,43.418968,-80.286438,72.9
556,13610,43.418999,-80.286201,70.0
557,13611,43.419006,-80.285965,68.7
558,13612,43.418999,-80.285744,64.3
559,13613,43.418972,-80.285522,65.4
560,13614,43.418953,-80.285286,69.0
561,13615,43.418926,-80.285072,63.2
562,13616,43.418903,-80.284866,60.6
563,13617,43.41888,-80.284653,62.6
564,13618,43.418858,-80.28447,53.9
565,13619,43.418839,-80.284286,54.0
566,13620,43.418823,-80.284119,49.0
567,13621,43.418823,-80.283951,48.8
568,13622,43.418835,-80.283798,44.7
569,13623,43.418846,-80.283646,44.4
570,13624,43.418877,-80.283524,37.6
571,13625,43.4189,-80.283401,36.9
572,13626,43.418926,-80.283287,34.7
573,13627,43.418953,-80.283195,28.9
574,13628,43.418972,-80.283089,31.7
575,13629,43.418995,-80.283005,26.1
576,13630,43.41901,-80.282928,23.2
577,13631,43.419029,-80.282845,25.3
578,13632,43.419041,-80.282776,20.6
579,13633,43.419048,-80.282715,18.0
580,13634,43.419044,-80.282646,20.1
581,13635,43.419025,-80.282585,19.3
582,13636,43.418991,-80.282532,20.6
583,13637,43.418938,-80.282471,27.7
584,13638,43.418877,-80.282425,27.8
585,13639,43.418797,-80.282402,32.7
586,13640,43.418697,-80.282356,42.2
587,13641,43.418598,-80.282326,40.6
588,13642,43.418491,-80.282288,44.2
589,13643,43.418388,-80.282249,42.8
590,13644,43.418285,-80.282219,42.1
591,13645,43.418182,-80.282173,43.3
592,13646,43.418083,-80.282143,40.6
593,13647,43.417988,-80.282097,40.3
594,13648,43.417885,-80.282051,43.3
595,13649,43.417774,-80.281998,47.0
596,13650,43.417667,-80.281944,45.6
597,13651,43.417553,-80.281898,47.6
598,13652,43.417431,-80.281845,51.2
599,13653,43.417313,-80.281807,48.5
600,13654,43.417198,-80.281769,47.3
601,13655,43.417088,-80.281731,45.4
602,13656,43.416977,-80.281693,45.8
603,13657,43.41687,-80.281654,44.3
604,13658,43.416767,-80.281616,42.7
605,13659,43.416672,-80.281586,39.0
606,13660,43.41658,-80.281548,38.4
607,13661,43.416504,-80.281517,31.7
608,13662,43.416447,-80.281487,24.4
609,13663,43.416409,-80.281479,15.4
610,13664,43.416397,-80.281471,5.3
611,13665,43.416397,-80.281471,0.0
612,13666,43.416397,-80.281471,0.0
613,13667,43.416397,-80.281464,2.0
614,13668,43.416397,-80.281464,0.0
615,13669,43.416397,-80.281464,0.0
616,13670,43.416397,-80.281464,0.0
617,13671,43.416401,-80.281456,2.8
618,13672,43.416401,-80.281456,0.0
619,13673,43.416401,-80.281456,0.0
620,13674,43.416401,-80.281456,0.0
621,13675,43.416401,-80.281456,0.0
622,13676,43.416401,-80.281456,0.0
623,13677,43.416401,-80.281456,0.0
624,13678,43.416401,-80.281456,0.0
625,13679,43.416401,-80.281456,0.0
626,13680,43.416401,-80.281456,0.0
627,13681,43.416401,-80.281456,0.0
628,13682,43.416401,-80.281456,0.0
629,13683,43.416401,-80.281456,0.0
630,13684,43.416386,-80.281448,6.4
631,13685,43.416363,-80.281448,9.2
632,13686,43.416317,-80.281433,18.9
633,13687,43.416248,-80.28141,28.4
634,13688,43.416176,-80.281364,31.8
635,13689,43.416096,-80.281334,33.2
636,13690,43.416,-80.281296,40.0
637,13691,43.415901,-80.28125,41.8
638,13692,43.415783,-80.281197,49.7
639,13693,43.415657,-80.281143,52.8
640,13694,43.41552,-80.28109,57.0
641,13695,43.415375,-80.281029,60.7
642,13696,43.415234,-80.280968,59.2
643,13697,43.415081,-80.280891,65.2
644,13698,43.414921,-80.280815,67.8
645,13699,43.414761,-80.280746,67.1
646,13700,43.414593,-80.280655,72.3
647,13701,43.414425,-80.280586,70.2
648,13702,43.414261,-80.28051,69.3
649,13703,43.414089,-80.280434,72.3
650,13704,43.413925,-80.280357,69.4
651,13705,43.413757,-80.280289,70.1
652,13706,43.413574,-80.280235,74.9
653,13707,43.413403,-80.28019,69.7
654,13708,43.413231,-80.280159,69.4
655,13709,43.413055,-80.280136,70.8
656,13710,43.412888,-80.280121,67.0
657,13711,43.412724,-80.280121,65.6
658,13712,43.412563,-80.280128,64.5
659,13713,43.412411,-80.280151,61.2
660,13714,43.412281,-80.280167,52.2
661,13715,43.412167,-80.280197,46.5
662,13716,43.412067,-80.280235,41.5
663,13717,43.411976,-80.280258,37.0
664,13718,43.411911,-80.280289,27.5
665,13719,43.411846,-80.280334,29.1
666,13720,43.4118,-80.280403,27.2
667,13721,43.411755,-80.280479,28.5
668,13722,43.411705,-80.280563,31.6
669,13723,43.411644,-80.280632,31.6
670,13724,43.411583,-80.280685,28.9
671,13725,43.411499,-80.280701,33.9
672,13726,43.411415,-80.280693,33.7
673,13727,43.411324,-80.280693,36.4
674,13728,43.411217,-80.280724,43.8
675,13729,43.411121,-80.280754,39.4
676,13730,43.411007,-80.2808,47.6
677,13731,43.410896,-80.280861,47.8
678,13732,43.410782,-80.28093,49.9
679,13733,43.410652,-80.280998,55.7
680,13734,43.410522,-80.281082,57.5
681,13735,43.410389,-80.281151,56.9
682,13736,43.410248,-80.281242,62.3
683,13737,43.410103,-80.281319,62.2
684,13738,43.409958,-80.281425,65.7
685,13739,43.409805,-80.281525,67.8
686,13740,43.409649,-80.281639,70.7
687,13741,43.409504,-80.281769,69.3
688,13742,43.409351,-80.281898,71.8
689,13743,43.409199,-80.282043,74.0
690,13744,43.409046,-80.282181,73.2
691,13745,43.408897,-80.282333,74.2
692,13746,43.408756,-80.282494,73.3
693,13747,43.408607,-80.282669,78.4
694,13748,43.408463,-80.282837,75.6
695,13749,43.408321,-80.283005,75.0
696,13750,43.408173,-80.283173,76.8
697,13751,43.408035,-80.28334,73.6
